Column,pk,name,equipment,teaching,typeAccessibility,contentURL,locality,province,postalCode,neighborhood,district,coordX,coordY,phone,fax,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,metro,address
158,5228,Colegio público mariano josé de larra,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b593a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28022,Rosas,San Blas-Canillejas,448347,4475731,913 133 789,917 759 574,Nan,Ayuntamiento,Lunes-viernes continua,9:30-16:30,Actividades extraescolares 16:30-17:30 ,Cesión del gimnasio a escuela de gimnasia deportiva,Ii,3,Si,Si,Desde edificio,Si,"Porche, soportal edificio","Porterías, canastas, bancos, columpios",Alumbrado,"1875,379","Bueno en el patio grande, regular en el patio pequeño.",Nan,Nan,Nan," 38 , 48 , 140",Nan,Las musas,Calle longares 11
159,5230,Colegio público marqués de marcenado,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0ba3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Imperial,Arganzuela,438979,4473763,913 658 588,913 669 822,Nan,Ayuntamiento,Lunes-viernes continua,7:30-17:00,-,-,Iii,2,Si,No,-,No,Si (10m2),"Porterías, canastas","Alumbrado, fuentes","724,77",Mejorable (grietas en el suelo),"Madrid río (180m), parque de la cornisa (800m)","Cdm marques de samaranch (600m), biblioteca  (900m)",Nan," 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138",Nan,Nan,Calle linneo 31
160,5231,Colegio público marqués de suanzes,"Comedor, transporte, horario ampliado, integracion preferente (motóricos)",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=50c3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28027,El Salvador,San Blas-Canillejas,447034,4477126,917 412 072,913 203 617,Cp.marquesdesuanzes.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,"Liga municipal de fútbol, sábados",Iii,2,Si,Si,Desde parking,No,"Porche, arbolado","Canastas, porterías",Fuente,"2547,20 + 1631,52",Mejorable (elementos deteriorados y barrancos sin drenaje),Parque de la quinta de los molinos,Nan,Nan," 77 , 104 , 105",Nan,Suanzes,Avenida veinticinco de septiembre 1
161,5232,Colegio público martínez montañés,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a5d3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28030,Pavones,Moratalaz,446208,4472560,917 738 878,917 738 878,Cp.martinezmontanes.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,"Club baloncesto moratalaz, lunes-domingo 17:00-23:00",Ii,3,Si,Si (c/ fuente carrantona),C/ luis de hoyos sáinz,Si (en gimnasio),"Techado (20m², en 2 patios)","Canastas, columpios",Alumbrado,"2308,31",Bueno,Parque vandel (210m),Polideportivo moratalaz (500m),Nan," 32 , 71 , 100 , 140 , 142 , 144",Nan,Pavones,Calle hacienda de pavones 223
162,5233,Colegio público méjico (méxico),"Comedor, transporte, integración preferente (motóricos), horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fae3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28027,San Pascual,Ciudad Lineal,444808,4477186,91 403 57 44,Nan,Cp.mejico.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,-,I,3,Si,Si (c/ carlota o`neill),-,Si,Porche pequeño,"Porterías, canastas, juegos",No,"2846,707",-,"Parque pza de nueva orleans (150m), parque pablo raez (300m)",Instalacion deportiva (300m),Nan," 11 , 21 , 53",Nan,Nan,Avenida badajoz 74
163,5234,Colegio público méndez núñez,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4004a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28033,Apostol Santiago,Hortaleza,444089,4481130,913 024 834,913 024 834,Cp.mendeznunez.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:30,-,I,2,"Si (mala accesibilidad, accesos estrechos y barreras)",Si,-,Si,Si (en un patio),Porterías y canastas (no accesibles),No,"3348,83",Mejorable (suelos en mal estado),Nan,Nan,Nan," 7 , 29 , 129",Nan,Nan,Calle alicun 9
164,5235,Colegio público menéndez pelayo,"Comedor, horario ampliado, planes de mejora -integración preferente (auditivos)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9514a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28045,Palos De Moguer,Arganzuela,441334,4473004,915 272 781,915 397 381,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,-,Ii,2,Si,Si (c/ méndez álvaro con rafael de riego),-,Si (un patio),No,"Porterías, canastas, columpios","Alumbrado, fuente","2267,889",Bueno,Parque del retiro (850m),"Biblioteca museo reina sofía (550m), centro dotacional arganzuela (750m)",Nan,"6 , 19 , 27 , 34 , 45 , 47 ,55 , 59 , 69 , 85 , 86 , 102 , 247", atocha,Atocha,Calle mendez alvaro 16
165,5236,Colegio público menéndez pidal,"Comedor, horario ampliado, integración preferente (tratornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ea24a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28030,Fontarron,Moratalaz,445593,4472413,917 736 781,913 016 012,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:15,-,Iii,1,Si (una parte del patio),Si (c/ encomienda de palacios),-,No,Toldos (5x30m²),"Porterías, canastas, columpios",Fuente,"1106,2","Regular (grietas, y deterioro en las escaleras)",Parque de los patines (450m),Centro sociocultural moratalaz (600m),Nan," 8 , 20 , 30 , 71 , 100",Nan,Artilleros,Calle encomienda de palacios 85
166,5237,Colegio público meseta de orcasitas,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3044a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,Orcasitas,Usera,439681,4469283,913 413 045,913 417 861,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,I,2,Si,Si (c/ pedreña),C/ pont de molins,Sí,No,"Porterías, canasta",No,"1503,13",Regular (necesita mejoras para garantizar la seguridad),Parque lineal de palomeras (550m),Cd nuevas palomeras (650m),Nan," 6 , 60 , 78 , 81 , 116 , 121 , 131",Nan,Nan,Calle camino viejo de villaverde 1
167,5238,Colegio público mesonero romanos,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8554a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28038,Portazgo,Puente De Vallecas,445313,4471653,913 037 096,913 800 850,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,2,Si,Si (c/ pedreña),C/ pont de molins,Sí,No,"Porterías, canasta",No,"1503,13",Regular (necesita mejoras para garantizar la seguridad),Parque lineal de palomeras (550m),Cd nuevas palomeras (650m),Nan," 63 , 142 , 144 , e",Nan,Nan,Calle pont de molins 31
168,5239,Colegio público miguel blasco vilatela,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=da64a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28037,Pueblo Nuevo,Ciudad Lineal,446376,4475605,913 043 999,913 043 999,Nan,Comunidad,Lunes-viernes,9:00-16:00,-,-,I,1,Si,Si (c/ luis campos),-,Si,"Porche, toldo, arbolado","Porterías, canastas, mesas, rocódromo",Alumbrado,"3569,911",Mejorable,"Parque santurce (500m), parque ascao (750m)",Cdm pueblo nuevo (650m),Nan," 4 , 28 , 38 , 48 , 70",Nan,García noblejas,Calle hermanos garcia noblejas 70
169,5240,Colegio público miguel de unamuno,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2084a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28045,Delicias,Arganzuela,441257,4471959,915 282 554,915 282 554,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares,-,Ii,2,Si,Si (principal),-,Si,No,"Bancos, porterias, canastas",Alumbrado,"1635,62",Regular (suelo irregular),"Parque calle granito (30m), plaza rutilio gacís (300m)","Polideportivo arganzuela (160m), matadero madrid (550m)",Nan," 8 , 19 , 22 , 45 , 47 , 59 , 85 , 86 , 123 , 247",Nan,Legazpi,Calle alicante 5
170,5242,Colegio público miguel servet,"Comedor, integración, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7594a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28019,San Isidro,Carabanchel,437579,4471968,914 611 757,914 627 953,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:15,"Servicios sociales de zaida 16:15-20:00, grupo scout heptágono sábados 16:00-20:30",Iii,2,Si,Si (c/ fragata y c/ castellflorite),-,No,Porche (50m²),"Porterías, canastas, columpios, bancos","Alumbrado, fuentes","1850,08 + 1370,84",Nuevo,Nan,Nan,Nan," 17 , 25 , 118 , 119",Nan,Nan,Calle fragata 33
171,5243,Colegio público mirasierra,"Comedor, transporte, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=caa4a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28034,Mirasierra,Fuencarral-El Pardo,439475,4482517,917 345 665,917 350 356,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,No (escaleras),No,-,Si,"2 porches (50x3m), arbolado","Porterías, canastas",Alumbrado,"4756,53",Mejorable (barreras arquitectónicas y elementos deteriorados),Nan,Nan,Nan," 133 , 134",Nan,Nan,Calle la maso 22
172,5157,Colegio público monte de el pardo,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=10c4a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28048,El Pardo,Fuencarral-El Pardo,434411,4485448,913 760 692,913 760 636,Nan,Ayuntamiento,Lunes-viernes continua,9:30-16:30,Actividades extraescolares 16:30-18:00,-,Iii,2,No,Si (av. de la guardia),C/ san mansueto,No,Toldos,Columpios,Alumbrado,"364,768",Bueno (pero se deteriora más que se arregla),Nan,Nan,Nan," 601, 602",Nan,Nan,Avenida guardia 19
173,5244,Colegio público navas de tolosa,"Transporte, comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=65d4a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Cristobal,Villaverde,441908,4466410,917 976 083,917 976 083,Cp.navasdetolosa.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00,Fútbol y baloncesto lunes-viernes,Iii,3,Si (2 patios),No,No,No,No,"Canastas, porterías, columpios, zonas de tierra",Alumbrado,"3960,31",Bueno,Parque de la dehesa bayal,Polideportivo raúl gonzález,Nan,"59 , 79", san cristóbal de los angeles,Nan,Calle benimamet 109
174,5247,Colegio público nuestra señora de la almudena,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0005a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28009,Ibiza,Retiro,442492,4474487,915 735 899,915 743 106,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Nan,Ii,1,Si,Si (c/ lope de rueda),-,Si,Porche (60m²),"Canastas, bancos",Alumbrado,"452,28","Regular (recién reformado, presenta grietas en pavimentos)",Parque del retiro (180m),"Centro cultural mercado de ibiza (150m), biblioteca eugenio trías (200m)",Nan," 15 , 20 , 26 , 61 , 63 , 69 , 152 , 202, 215",Nan,Ibiza,Calle lope de rueda 48
175,5248,Colegio público nuestra señora de la concepción,"Comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5515a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28027,Concepcion,Ciudad Lineal,444867,4476481,914 040 275,914 047 955,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,Centro integrado de servicios sociales 16:30-20:00,Iii,2,No (falta rampa de acceso),No,-,Si,"Porches (18x9), algo de arbolado","Porterías, canastas, mesas, bancos, pirámide de escalada, rocódromo, columpios",Fuente,"3604,345",Mejorable (falta arreglar suelos),"Parque el calero (20m), parque pablo raez (500m)",Polideportivo municipal (0m),Nan, 21,Nan,Barrio de la concepcion,Calle virgen del sagrario 24
176,5249,Colegio público nuestra señora de la fuencisla,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=aa25a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28026,Almendrales,Usera,440730,4470191,914 754 327,915 001 173,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,I,2,Si,Si (c/ tomelloso),-,Si,"Porche (75m2), arbolado","Porterías, canastas, tobogán",No,"2789,92",Bueno,Parque de pradolongo,Nan,Nan,"18 , 22 , 59 , 76 , 79 , 85 , 86", doce de octubre,Nan,Calle tomelloso 39
177,5250,Colegio público nuestra señora de la luz,"Transporte, horario ampliado, comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ff35a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28021,San Andres,Villaverde,440182,4466348,917 950 766,917 975 020,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,1,Si,Si (c/ magnesia),C/ amadeo fernández,No,Si,"Canastas, toboganes, zona de tierra",Fuentes,"1845,76",Bueno,Nan,Nan,Nan, 22,Nan,Nan,Calle magnesia 9
178,5251,Colegio público nuestra señora de la paloma,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4555a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Palacio,Centro,445938,4472508,913 640 630 - 913 653 675,913 653 675,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00,"Campeonatos fútbol fin de semana, club deportivo cdr la paloma",Ii,2,Si,Si,-,Sí,Porche (135m²),"Porterías, canastas, juegos, bancos, rocódromos","Alumbrado, fuentes","245,076",Bueno,"Plaza de los carros (110m), parque de la cornisa (230m)","Bibliotecas,centro cultural, polideportivo plaza cebada (400m)",Nan," 3 , 17 , 18 , 23 , 35 , 60 , 148",Nan,La latina,Calle tabernillas 2
179,5252,Colegio público nuestra señora del lucero,"Comedor, horario ampliado, transporte, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9a65a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28047,Los Carmenes,Latina,437118,4472688,914 647 678,914 647 678,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,3,Si,Si,-,Si (en gimnasio),No,"Canastas, porterías, mesas, columpios",No,"9139,73 + 2664,48",-,Nan,Nan,"Patios muy amplios con suelos duros y de tierra, alguna vegetación","31 , 119 , 138", laguna,Laguna,Calle muñico 1
180,11167184,Colegio público nuria espert,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0a8c4279bad91710vgnvcm1000001d4a900arcrd,Madrid,Madrid,28055,Timon,Barajas,448214,4482036,686 545 008 (secretaria),Nan,Cp.nuriaespert.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes,-,-,-,Iii,0,-,-,-,No,No,-,No,0,-,Nan,Nan,Hasta 2021 pertenecía al distrito de barajas, se 799,Nan,Nan,Calle maria reiche 34
181,5255,Colegio público pablo picasso,"Comedor -horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ef75a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28043,Pinar Del Rey,Hortaleza,445140,4480214,913 821 795 / 917 646 297,917 646 297,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,2,Si,Si (c/ ángel luis de la herrán),-,No,No,"Porterías, canastas, mesas",Alumbrado,"4066,6399",Bueno,Nan,Nan,Nan," 9 , 72 , 120 , 125",Nan,Nan,Calle angel luis de la herran 35
182,5256,Colegio público padre coloma,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3595a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28022,Canillejas,San Blas-Canillejas,447859,4477718,91 742 64 47,91 741 25 98,Nan,Ayuntamiento,Lunes-viernes continua,8:00-16:00,Actividades extraescolares 16:00-17:00,Nan,Iii,1,Si,Si,Nan,No,Si (20x6m),"Canastas, porterías",Fuente,"1487,3943",Aceptable,Nan,Nan,Nan," 77 , 89 , 105 , 114 , 115 , 140",Nan,Canillejas,Calle gutierrez canales 19
183,5257,Colegio público padre mariana,"Comedor, transporte, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8aa5a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28053,Entrevias,Puente De Vallecas,443015,4469823,917 861 773,917 861 773,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,No,Iii,1,Si (algún desnivel),No,No,Sí,"Porches pequeños, árboles","Porterías, canastas, bancos, columpios",Alumbrado débil,"2764,27",Muy bueno,Parque forestal de entrevías (100m),Cdm entrevías (220m),Nan," 102, 111",Nan,Nan,Ronda sur 145
184,5258,Colegio público padre poveda,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=dfb5a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28002,Ciudad Jardin,Chamartin,443380,4478055,914 151 195 - 915 199 877,914 162 781,Nan,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:30,-,Iii,1,Si ,Si (avda alfonso xiii y c/ luis larrainza),-,No,Cubierta (50m²),Canastas,"Alumbrado débil, fuentes","896,73",Bueno,Parque félix rodriguez de la fuente (230m),"Polideportivo pradillo (450m), instalación deportiva (500m), biblioteca francisco ibáñez (900m)",Nan," 9 , 40 , 43 , 72 , 73",Nan,Alfonso xiii,Avenida alfonso xiii 23
185,5260,Colegio público palacio valdés,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=25d5a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28014,Cortes,Centro,441318,4473765,914 203 370 - 913 695 034,914 203 370,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,-,Iii,1,Si,No,-,No,No,No,No,"264,496",Regular (humedades y deterioro en paredes),Parque del retiro (550m),"Real jardín botánico (450m), cdm la chopera (950m)",Nan,"10 , 14 , 27 , 34 , 37 , 45 , 141", atocha,Atocha,Paseo prado 38
