,Unnamed: 0,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
218,218,5287,Colegio publico republica de paraguay,"Comedor, transporte, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a41813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,Valverde,https://wikidata.org/entity/Q31132,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441081,4482594,917 343 888,917 351 680,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,2,Si,Si (c/ mataro),Principal del centro,Si,No,"Porterias, canastas, columpios, mesas",No,"2048,72",Muy bueno,,,Espacios muy subdivididos con vallas.,124,,,,,Calle manresa 60
219,219,5292,Colegio publico republica de uruguay,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f92813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28047,Los Carmenes,https://wikidata.org/entity/Q10319792,Latina,https://wikidata.org/entity/Q794954,437093,4471695,914 661 360,914 613 919,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,2,Si,Si,,Si,Si,"Canastas, porterias",No,"6459,51",Bueno,,,"Patio muy amplio, lugar estrategico para zona canyo roto","17 , 25 , 55, 119",,,Carpetana,https://wikidata.org/entity/Q2482395,Avenida nuestra senyora de valvanera 120
220,220,5288,Colegio publico republica de venezuela,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4f3813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,El Zofio,https://wikidata.org/entity/Q71751,Usera,https://wikidata.org/entity/Q953368,439428,4470578,915 698 392,914 695 258,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,,I,3,Si,Si (c/ cerecinos),"C/ san magin, c/ ricardo beltran y rozpide",Si,No,"Porterias, canastas, columpios, bancos",Alumbrado,"2088,24",Bueno,,,,"6 , 47 , 60 , 81 , 247",,,Plaza Eliptica,https://wikidata.org/entity/Q782113,Calle cerecinos 8
221,221,5293,Colegio publico republica dominicana,"Comedor, planes de mejora, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e96813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28044,Buenavista,https://wikidata.org/entity/Q953929,Carabanchel,https://wikidata.org/entity/Q1001991,436256,4470002,914 629 060,914 662 819,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Centros abiertos (servicios sociales) 17:00-19:30,III,2,Si,Si (pza. del parterre),"Ronda don bosco, parque de la cruz",No,Porche,"Porterias, canastas, columpios",No,"1276,4",Bueno,Parque de las cruces,,,"34 , 35 , 121 , 131 , 139 , 47",,,,,Ronda don bosco 2
222,222,5295,Colegio publico rosa luxemburgo,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3f7813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28023,Aravaca,https://wikidata.org/entity/Q3314682,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,434574,4477995,913 570 212,913 570 661,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:30,,III,2,Si,Si (c/ bardegueral y c/ seis de diciembre ),,No,Toldos (5m²),"Porterias, canastas, castillos, arenero, juguetes infantiles","Alumbrado, fuentes","2848,06",,Algunos espacios no muy bien conservados,Parque del arroyo (200m),Pistas deportivas (400m),160,,,,,Calle bardegueral 16
223,223,5298,Colegio publico rufino blanco,"Horario ampliado, comedor, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=849813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28010,Trafalgar,https://wikidata.org/entity/Q10384027,Chamberi,https://wikidata.org/entity/Q1763370,440424,4476634,914 484 083,915 944 701,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,3,No,Si,,No,No,,No,"1319,28",,"Parque enrique herreros (200m), parque rios rosas (400m), parque santander (700m)","Biblioteca jose luis sampedro (500m), instalaciones deportivas canal (700m)",,"3 , 12 , 37 , 149",,,Canal,https://wikidata.org/entity/Q2479455,Calle general alvarez de castro 46
224,224,5300,Colegio publico sagunto,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d9a813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,San Cristobal,https://wikidata.org/entity/Q390457,Villaverde,https://wikidata.org/entity/Q919536,441938,4466057,917 976 726,917 976 726,,Ayuntamiento,Lunes-viernes continua,9:00-15:30,Actividades extraescolares 15:30-15:30,,III,3,Si,Si (c/ paterna),Principal del centro,No,No,"Porterias, canastas",Alumbrado,"1042,48",Regular (necesita repintado),,,,"59 , 79",Estacion de San Cristobal de los angeles,https://wikidata.org/entity/Q5494493,,,Calle paterna 14
225,225,5301,Colegio publico san benito,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2fb813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,Concepcion,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445139,4477270,913 670 800 - 913 680 735,913 570 800,,Comunidad,Lunes-viernes continua,9:00-16:00,,,III,1,,Si,,No,No,,No,"1898,46",,"Parque juan perez zunyiga (190m), parque pablo raez (450m)","Instalacion deportiva (400m), polideportivo la concepcion (800m)",,"21 , 70",,,,,Calle juan perez zunyiga 36
226,226,5302,Colegio publico san carlos,Planes de mejora,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=74d813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,"Villaverde Alto, Casco Historico de Villaverde",https://wikidata.org/entity/Q390435,Villaverde,https://wikidata.org/entity/Q919536,439602,4466184,917 966 105,917 979 728,,Ayuntamiento,Lunes-viernes continua,9:00-15:00,,,III,1,Si,Si (c/ villastar),C/ geologia,No,Porche (200m²),Canastas,Alumbrado,"234,57",Regular (deterioro y falta de elementos de seguridad),,,,"22, 79 , 130",Villaverde Alto,https://wikidata.org/entity/Q2480338,,,Calle villastar 8
227,227,5303,Colegio publico san cristobal,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c9e813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28015,Arapiles,https://wikidata.org/entity/Q10856744,Chamberi,https://wikidata.org/entity/Q1763370,440254,4476549,914 481 381,914 480 206,,Comunidad,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:30,,III,1,No,Si (pza mancomunidad de san cristobal),,No,No,"Parque infantil, canastas, jardin vertical",No,"-1,20e-08",Mejorable (pendientes de iniciativa de reparacion),"Plaza parroquia de san cristobal (50m), parque enrique herreros (350m), parque santander (700m)","Casa de cultura y participacion chamberi (60m), biblioteca jose luis sampedro (650m), centro cultural galileo (750m)",No tiene patio propio. el alumnado sale a la zona de acceso libre de la plaza de la mancomunidad de san cristobal,"3 , 12 , 37 , 149",,,Canal,https://wikidata.org/entity/Q2479455,Calle bravo murillo 41
228,228,5304,Colegio publico san eugenio y san isidro,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1ff813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Las Acacias,https://wikidata.org/entity/Q3319190,Arganzuela,https://wikidata.org/entity/Q2000929,440331,4472630,914 737 711,914 737 785,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,III,1,Si,No,,Si,Soportal (10*3m),"Porterias, canastas",No,"786,4",Bueno,"Parque redondo (150m), plaza de penyuelas (250m), parque de penyuelas (300m)","Espacio tabacalera (600m), cdm penyuelas (600m), biblioteca pio baroja (650m)",,"34 , 36 , 116 , 118 , 119 , circular 127 , 148",Piramides,https://wikidata.org/entity/Q2056493,Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Calle penyuelas 31
229,229,5305,Colegio publico san ignacio de loyola,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=641913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Abrantes,https://wikidata.org/entity/Q3773949,Carabanchel,https://wikidata.org/entity/Q1001991,438851,4470931,915 651 989,914 698 461,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,III,1,Si,No,,No,Porche pequenyo,"Porterias, canastas, bancos",Fuente,"3822,66",Aceptable,,,,"47 , 55 , 247",,,Opanyel,https://wikidata.org/entity/Q2482116,Avenida abrantes 1
230,230,6028,Colegio publico san ildefonso,"Horario ampliado, comedor, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e605ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,439577,4473851,913 643 923,913 641 170,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si,,No,Patio cubierto,"Porterias, canastas",Alumbrado debil,"533,2",Bueno,"Plaza de la paja (6m), jardin de las vistillas (250m)","Biblioteca ivan de vargas (300m), polideportivo plaza cebada (400m)",,"31 , 50 , 65 , 3 , 148",,,La Latina,https://wikidata.org/entity/Q1115250,Calle alfonso vi 1
231,231,5306,Colegio publico san isidoro,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b92913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,Pacifico,https://wikidata.org/entity/Q3773753,Retiro,https://wikidata.org/entity/Q2002296,442188,4473100,915 514 845,915 015 983,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,1,Si,Si (c/ fuenterrabia),Acceso principal del centro,No,"Porche, toldos","Canastas, bancos",Alumbrado,"329,679",Bueno (convendria repintar),Parque del retiro (400m),Cdm daoiz y velarde (700m),,"10 , 14 , 26 , 32",Atocha Railway Station,https://wikidata.org/entity/Q23093,Atocha Renfe,https://wikidata.org/entity/Q9161733,Calle fuenterrabia 15
232,232,5308,Colegio publico san juan bautista,"Comedor, horario ampliado, planes de mejora, convenio con bristish council",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0f3913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,San Juan Bautista,https://wikidata.org/entity/Q165609,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444118,4478043,914 131 225,915 194 638,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,2,No (escaleras),No,,Si,Si (10m²),"Porterias, canastas",Fuente,"3136,212",Bueno,"Parque san juan bautista (290m), parque felix rodriguez de la fuente (750m)","Centro cultural san juan bautista (210m), cdm san juan bautista (400m)",,53,,,,,Calle sorzano 1
233,233,5309,Colegio publico san juan bosco,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=545913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28017,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444640,4474545,914 053 610,914 043 233,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,"Liga de baloncesto, sabados 9:00-15:00",III,2,Si (patio primaria),Si (c/ sta irene),,No,Pergola (20x5m),"Porterias, canastas, postes voley, columpios",No,"1282,23",Mejorable (elementos muy deteriorados),Parque la elipa (0m),"Polideportivo san lamberto (250m), cdm la elipa (600m)",,"110 , 113 , 210",,,,,Calle santa irene 2
234,234,5310,Colegio publico san juan de la cruz,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a96913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28016,Nueva Espanya,https://wikidata.org/entity/Q10338128,Chamartin,https://wikidata.org/entity/Q1766348,442495,4479193,913 453 044,913 509 861,,Ayuntamiento,Lunes-viernes,9:00-16:00,"Actividades extraescolares 16:00-17:00 , ampliacion de horario 17:00-17:45",,III,2,Si (un patio),Si (a patio infantil),,Si,Porches (solo primaria),"Canastas, porterias, bancos (solo primaria)",Alumbrado,"894,98",Bueno,"Jardin gloria fuertes (500m), parque juan de la cosa (500m)",Centro cultural colonias historicas (950m),,"11 , 14 , 16, 29, 40 , 51 ,150",,,Colombia,https://wikidata.org/entity/Q2462831,Calle honduras 10
235,235,5311,Colegio publico san miguel,"Comedor, transporte, horario ampliado -planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fe7913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,444713,4480618,917 639 281,917 639 281,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00,,III,2,Si,Si (c/ costa del sol),Principal del centro,No,No,"Porterias, canastas, gradas",Alumbrado,"1208,652",Bueno,,,Forman parte de un programa de patios abiertos,"9 , 107 , 72",,,,,Avenida virgen del carmen 32
236,236,5312,Colegio publico san pablo,"Horario ampliado, comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=449913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,Portazgo,https://wikidata.org/entity/Q18005921,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444683,4471183,913 031 550,913 031 550,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,2,Si,Si,Si,Si,Porche,"Porterias, canastas, columpios","Alumbrado debil, fuente","1068,617",Muy bueno,"Parque azorin (300m), parque cerro del tio pio (900m)","Biblioteca portazgo (650m), cdm vallecas (700m)",,"54 , 58 , 103 , 143",,,Buenos Aires,https://wikidata.org/entity/Q2479851,Plaza pe&amp;ntilde;a morraz 1
237,237,5313,Colegio publico san roque,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=99a913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,"Villaverde Alto, Casco Historico de Villaverde",https://wikidata.org/entity/Q390435,Villaverde,https://wikidata.org/entity/Q919536,440281,4466495,917 962 774,917 100 003,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,II,1,Si,Si (c/ san genaro),,Si,No,"Porterias, canastas","Alumbrado, fuentes","675,39",Bueno,,,,"22 , 79, 86, 130 , 131",Estacion de Puente Alcocer,https://wikidata.org/entity/Q5846980,,,Calle oxigeno 43
238,238,5314,Colegio publico santa maria,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=eeb913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Embajadores,https://wikidata.org/entity/Q2449844,Centro,https://wikidata.org/entity/Q1763376,440017,4473076,915 275 281,914 673 704,,Comunidad,Lunes-viernes partida,9:00-16:00,,,III,2,Si,Si (c/ ribera de curtidores),C/ casino,No,No,"Porteria, canasta, columpios","Alumbrado, fuente","786,58",Bueno,"Parque casino de la reina (0m), jardin del rastro (210m)","Espacio tabacalera (350m), biblioteca pedro salinas (500m), ",,", 34 , 36 , 41 , 60 , 116 , 118 , 119 , 148",Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Calle casino 7
239,239,5315,Colegio publico santo domingo,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=34d913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,Portazgo,https://wikidata.org/entity/Q18005921,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445184,4471469,917 785 293,913 037 833,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-23:00,"Escuelas deportivas, clubs y asociaciones deportivas lunes-sabado",II,1,Si,Si,,Si,"Porche, arboles","Porterias, canastas, columpios, bancos",Alumbrado,"2911,2",Bueno,Parque lineal de palomeras (700m),Cd nuevas palomeras (750m),,"54 , 58 , 103 , 143",,,Alto del Arenal,https://wikidata.org/entity/Q2479465,Calle san feliu de guixols 7
240,240,5316,Colegio publico tirso de molina,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=89e913db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,Legazpi,https://wikidata.org/entity/Q3773990,Arganzuela,https://wikidata.org/entity/Q2000929,441597,4471521,915 278 932,914 683 695,Cp.tirsodemolina.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,"Recreo, clases de ed. fisica, celebraciones  y extraescolares",I,2,Si,Si,,Si,Si (patio secundario),"Porterias, canastas","Alumbrado, fuente","3155,34",Bueno,"Parque de antracita (6m), parque tierno galvan (400m)",Cdm arganzuela (450m),,"62, 148, 156",,,Arganzuela-Planetario,https://wikidata.org/entity/Q2056461,Calle bronce 1
