Num_Inscripcion,Razon_Social,Tipo_Via,Calle,Numero,Aproximacion,Cod_Postal,Poblacion,CIF,Fecha_Registro,Primer_Tlfn,Email,Internet,Distrito,Barrio,Categoria,Ambito,Num_Socios,NumInscripcion_Fed_Vinculada,RazonSocial_Fed_Vinculada
2514,PROKARDE - PROMOCION KARMELITANA DE AYUDA AL DESARROLLO,AVENIDA,MONCLOA,12,,28003,MADRID,G01222546,30/06/2011,659571551,prokarde@gmail.com,http://www.prokarde.org,MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,PARA LA COOPERACIÓN AL DESARROLLO,ESTATAL,700,,
2513,ASOCIACION CUMBRE ESLAVA - ACE,CALLE,CAMARENA,196,,28047,MADRID,G86108206,29/06/2011,661170067,cumbreeslava@gmail.com,http://www.cumbreeslava.blogspot.com,LATINA,BELLAS VISTAS,DE INMIGRANTES,COMUNIDAD DE MADRID,40,1868,FEDERACION ESTATAL DE ASOCIACIONES DE INMIGRANTES Y REFUGIADOS EN ESPAÑA - FERINE
2512,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL INSTITUTO DE EDUCACION SECUNDARIA JUAN DE VILLANUEVA,CALLE,CAMINO VIEJO DE VILLAVERDE,28,,28041,MADRID,G86151156,29/06/2011,607411864,ampa.juandevillanueva@hotmail.es,,USERA,ORCASITAS,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,58,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2511,HERMANDAD NUESTRA SEÑORA DE LAS CRUCES - ASOCIACION DE DAIMIELEÑOS RESIDENTES EN MADRID,CALLE,PAZ,4,2ª C,28012,MADRID,G80218456,27/06/2011,607605787,hermandad.crucesmadrid@ordenyley.org,,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,ESTATAL,270,1210,FEDERACION DE COMUNIDADES ORIGINARIAS DE CASTILLA-LA MANCHA EN LA COMUNIDAD DE MADRID
2510,KAIRABA - ASOCIACION DE GAMBIANOS EN ESPAÑA (GAMKA),CALLE,FALCINELO,7,3º A,28025,MADRID,G82390113,27/06/2011,,kairaba.gambia@yahoo.com,,CARABANCHEL,PUERTA BONITA,DE INMIGRANTES,ESTATAL,128,1868,FEDERACION ESTATAL DE ASOCIACIONES DE INMIGRANTES Y REFUGIADOS EN ESPAÑA - FERINE
2509,ASOCIACION MUSICAL ALLEGRO CIUDAD LINEAL,CALLE,HERNANDEZ IGLESIAS,20, A,28027,MADRID,G85999951,27/06/2011,606403710,orquesta.ciudadlineal@gmail.com,http://www.orquestaallegro.org,CIUDAD LINEAL,CONCEPCION,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,40,,
2508,ASOCIACION BONSAI MIRASIERRA,CALLE,PEÑA SIRIO,20,,28034,MADRID,G81785065,09/06/2011,917349024,bonsaimirasierra@gmail.com,http://www.bonsaiabm.com,FUENCARRAL-EL PARDO,ESTRELLA,CULTURALES Y CASAS REGIONALES,ESTATAL,38,,
2507,ASOCIACION MADRILEÑA DE PARAPARESIA ESPASTICA FAMILIAR,CALLE,CABO NICOLAS MUR,2,3ºA,28019,MADRID,G85952554,09/06/2011,914723762,marcos.guadalupe@yahoo.es,,CARABANCHEL,SAN ISIDRO,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,74,1457,FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER
2506,ASOCIACION DE AMIGOS POR LA SALUD MENTAL DISTRITO 21 (ASAMEN-D21),CALLE,GALERA,8,2º IZQ.,28042,MADRID,G86096971,09/06/2011,917425581,asamend21@gmail.com,,BARAJAS,ALAMEDA DE OSUNA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,21,,
2505,ASOCIACION DA CAPO - TALLER DE MUSICA Y DANZA DEL COLEGIO PUBLICO JOAQUIN DICENTA,PASEO,OLIVOS,70,,28011,MADRID,G85753077,07/06/2011,636960971,dacapomadrid@gmail.com,http://dacapomadrid.blogspot.com,LATINA,PUERTA DEL ANGEL,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,59,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2503,ASOCIACION DE PADRES DE ALUMNOS DEL INSTITUTO DE ENSEÑANZA SECUNDARIA CERVANTES DE MADRID,CALLE,EMBAJADORES,70,,28012,MADRID,G78196110,31/05/2011,616342592,APAIESCERVANTES@GMAIL.COM,http://apaiescervantes.webs.com,CENTRO,EMBAJADORES,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,388,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2502,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO PLACIDO DOMINGO,CALLE,TEJO,5,,28045,MADRID,G85878890,02/06/2011,665208247,,http://www.ampatejo.es,ARGANZUELA,ATOCHA,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,863,,
2499,COLECTIVO SAN BLAS,CALLE,FOTOGRAFIA,3,LOCAL,28037,MADRID,G79770905,27/05/2011,911397728,csanblas@gmail.com,http://www.colectivosanblas.org/,SAN BLAS-CANILLEJAS,AMPOSTA,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,12,594,FERMAD - PLATAFORMA MADRILEÑA DE ENTIDADES PARA LA ASISTENCIA A LA PERSONA ADICTA Y SU FAMILIA
2497,CRISAL,CALLE,ZIPAQUIRA,2,5º IZQ,28033,MADRID,G86039971,24/05/2011,609187286,asociacioncrisal@gmail.com,,HORTALEZA,PINAR DEL REY,OTRAS DE ACCIÓN SOCIAL,ESTATAL,11,,
2496,ACADIE - ASOCIACION CULTURAL ARTISTICA DEPORTIVA IBEROAMERICANA EN ESPAÑA,CALLE,RAMON CALABUIG,32,3ºD,28053,MADRID,G86196870,24/05/2011,680464090,luisgproducciones@gmail.com,http://www.buscandounaestrellaacadie.com,PUENTE VALLECAS,SAN DIEGO,CULTURALES Y CASAS REGIONALES,ESTATAL,3,,
2495,ASOCIACION DE HERMANAMIENTOS EUROPEOS DE TELECOMUNICACIONES- SECCION DE TELEFONICA- MADRID,CALLE,RAMON GOMEZ DE LA SERNA,55,5ºA,28035,MADRID,G81486201,17/05/2011,913734313,camcam@telefonica.net,http://www.eurojumelages.eu/index.php/es/inicio?view=featured,FUENCARRAL-EL PARDO,PEÑA GRANDE,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,102,,
2494,ASOCIACION DE VECINOS GOYA-DALI,AVENIDA,TOREROS,20,1º DCHA.,28028,MADRID,G84855949,12/05/2011,635531140,vecinos.goya@gmail.com,,SALAMANCA,GUINDALERA,VECINALES,BARRIO,53,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
2493,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO JUAN ZARAGUETA DE MADRID,CALLE,VIA DE LOS POBLADOS,19,,28033,MADRID,G79604963,05/05/2011,913816040,ampa.cp.juanzaragueta@gmail.com,http://www.ampazaragueta.com,HORTALEZA,VALDEFUENTES,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,260,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2492,ASOCIACION CULTURAL BOLIVIA SIN FRONTERAS,CALLE,SILVIO ABAD,4,3º,28026,MADRID,G84889682,06/05/2011,914601148,bolsinfron@hotmail.com,,USERA,ZOFIO,CULTURALES Y CASAS REGIONALES,ESTATAL,30,,
2491,ASOCIACION DE VECINOS DE LA COLONIA MILITAR DE CUATRO VIENTOS,COLONIA,MILITAR DE CUATRO VIENTOS,6,PTA. BIS,28024,MADRID,G80346216,06/05/2011,915090326,vecinos4vientos@gmail.com,,LATINA,CAMPAMENTO,VECINALES,BARRIO,60,,
2490,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL CENTRO DOCENTE  COLEGIO RAFAELA YBARRA,AVENIDA,RAFAELA YBARRA,73,LOCAL L-10,28026,MADRID,G78311750,05/05/2011,914601872,amparafaelaybarra@gmail.com,http://www.amparafaelaybarra.com,USERA,PRADOLONGO,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,689,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
2489,ASOCIACION DE INQUILINOS DE LA COLONIA MILITAR ARROYO MEAQUES,CALLE,CARDENCHA,17,LOCAL,28024,MADRID,G78855186,05/05/2011,917115025,jnmd@gmx.es,,LATINA,CAMPAMENTO,VECINALES,COMUNIDAD DE MADRID,94,,
2488,ASOCIACION SOCIAL CULTURAL Y DEPORTIVA APOSTOL SANTIAGO DE SIBAMBE,CALLE,VICENTE ESPINEL,15,3ºA,28017,MADRID,G85509156,05/05/2011,626966471,asc.santiagodesibambeenmadrid@hotmail.es,http://www.facebook/asesantiagosibambe.enmadrid,CIUDAD LINEAL,PUEBLO NUEVO,DE INMIGRANTES,COMUNIDAD DE MADRID,45,,
2487,ASOCIACION ASPERGER MADRID,CALLE,BOHONAL,15,15-17,28053,MADRID,G83914648,05/05/2011,917862728,info@aspergermadrid.org,http://www.aspergermadrid.org,PUENTE VALLECAS,ENTREVIAS,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,396,975,PLENA INCLUSION MADRID. ORGANIZACION DE ENTIDADES EN FAVOR DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE MADRID
2486,ARTISTAS VISUALES ASOCIADOS DE MADRID - AVAM,CALLE,PELAYO,62,,28004,MADRID,G81539504,05/05/2011,913913293,correo@avam.es,http://avam.es/,CENTRO,JUSTICIA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,268,,
2485,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL INSTITUTO DE EDUCACION SECUNDARIA TIRSO DE MOLINA,AVENIDA,ALBUFERA,144,,28038,MADRID,G28874295,25/04/2011,913033173,ampa.tirso@gmail.com,http://sites.google.com/site/ampatirso,PUENTE VALLECAS,PORTAZGO,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,45,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2484,ASOCIACION ARGADINI,CALLE,VILLA DE MARIN,35,2ºC,28029,MADRID,G85152908,25/04/2011,910119802,contacto@asociacionargadini.org,http://www.asociacionargadini.org,FUENCARRAL-EL PARDO,LA PAZ,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,114,975,PLENA INCLUSION MADRID. ORGANIZACION DE ENTIDADES EN FAVOR DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE MADRID
2483,ASOCIACION MADRILEÑA DE VECINOS. COMERCIANTES Y EMPRESARIOS DEL DISTRITO 12,CALLE,DOCTOR PIGA,13,,28012,MADRID,G84547371,26/04/2011,676820548,gerencia@comerciolavapies.com,http:///WWW.ENLAVAPIES.COM,CENTRO,EMBAJADORES,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,MUNICIPIO,203,,
2482,ASOCIACION ALTERNATIVA EN MARCHA - AEM,CALLE,POETA BLAS DE OTERO,66,BAJO,28017,MADRID,G80884422,20/04/2011,914049118,aem@alternativaenmarcha.org,http://www.alternativaenmarcha.org,CIUDAD LINEAL,VENTAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,69,,
2481,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO DOCTOR CONDE DE ARRUGA,CALLE,HACIENDA DE PAVONES,105,,28030,MADRID,G28872901,20/04/2011,633944567,ampa.condearruga@hotmail.com,,MORATALAZ,VINATEROS,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,122,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2480,ASOCIACION CULTURAL EQUIPO,CALLE,RAFAEL DE LA HOZ,17,B,28022,MADRID,G85963213,19/04/2011,917428040,,,SAN BLAS-CANILLEJAS,CANILLEJAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,196,,
2479,"ASOCIACION CULTURA Y DESARROLLO SOCIAL ""ACUDES""",CALLE,UCEDA,86,,28053,MADRID,G85568426,20/04/2011,917868384,,,PUENTE VALLECAS,PALOMERAS BAJAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,8,,
2478,ASOCIACION CULTURAL VILLAVERDE EN MOVIMIENTO,CALLE,DIAMANTE,52,1º C,28021,MADRID,G86143252,13/04/2011,611357795,acvem21@gmail.com,,VILLAVERDE,BUTARQUE,CULTURALES Y CASAS REGIONALES,DISTRITO,120,,
2477,"ASOCIACION CULTURAL PEÑA TAURINA ""USERA""",CALLE,AMOR HERMOSO,21,RESTAURANTE,28026,MADRID,G83630012,29/03/2011,914761715,,,USERA,PRADOLONGO,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,55,,
2476,AMPA COLEGIO SANTISIMO SACRAMENTO,CALLE,ARTURO SORIA,208,,28043,MADRID,G28695385,18/03/2011,914138955,info@ampassacramento.org,http://www.ampassacramento.org,CIUDAD LINEAL,COLINA,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,800,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
2474,ASOCIACION DE LOS AMIGOS DE AFRICA ESPAÑA,CALLE,SIERRA DEL CADI,12,2º DCHA,28018,MADRID,G54480330,10/03/2011,632641136,,,PUENTE VALLECAS,PALOMERAS BAJAS,PARA LA COOPERACIÓN AL DESARROLLO,ESTATAL,49,,
2473,ASOCIACION DIVERSMAD,PLAZA,ESPAÑA,18,ESC. 1. PLANTA 32. PTA 5,28008,MADRID,G86135472,10/03/2011,912220104,,,MONCLOA-ARAVACA,ARGUELLES,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,12,,
2472,ESPIRITU 23,CALLE,ESPIRITU SANTO,23,LOCAL,28004,MADRID,G86042967,10/03/2011,654782329,jato@espiritu23.com,,CENTRO,UNIVERSIDAD,OTRAS DE ACCIÓN SOCIAL,ESTATAL,4,,
2471,ASOCIACION PARA LA COOPERACION Y LA INMIGRACION EN ESPAÑA - ASOCIE,CALLE,PRECIADOS,29,4º A,28013,MADRID,G85470110,08/03/2011,915225886,,,CENTRO,SOL,DE INMIGRANTES,ESTATAL,17,,
2470,SFC-SQM MADRID. ASOCIACION DE AFECTADOS POR SINDROME DE FATIGA CRONICA Y POR SINDROME DE SENSIBILIDAD QUIMICA MULTIPLE DE LA COMUNIDAD DE MADRID.,CALLE,JUAN ESPLANDIU,12,9º E,28007,MADRID,G86048444,03/03/2011,911697904,sfcsqmmadrid@gmail.com,http://www.sfcsqm.com,RETIRO,ESTRELLA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,400,1457,FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS - FEDER
2469,BANDA DE MUSICA DE VILLA DE MADRID,CALLE,CAMARENA,10 B,,28047,MADRID,G82578394,04/03/2011,655474485,chuscr2@gmail.com,http://www.bandavillademadrid.es.tl,LATINA,CAMPAMENTO,CULTURALES Y CASAS REGIONALES,ESTATAL,75,,
2468,ASOCIACION CULTURAL HIJOS DE JAEN,CALLE,URANIO,11,1º A,28021,MADRID,G85922367,04/03/2011,686976566,asociacionhijosdejaen@gmail.com,http://www.asociacionhijosdejaen.blogspot.com,VILLAVERDE,BUTARQUE,DE INMIGRANTES,ESTATAL,45,,
2465,ASOCIACION DE VECINOS DE CHUECA,CALLE,SAN MARCOS,2,LOCAL,28004,MADRID,G82986951,11/02/2011,647248989,avchueca@gmail.com,http://www.avchueca.com,CENTRO,JUSTICIA,VECINALES,BARRIO,340,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
2464,ASOCIACION DE MUJERES EN IGUALDAD DEL DISTRITO DE MONCLOA-ARAVACA,CALLE,PRINCESA,3,3 DUPLICADO. PLANTA 12. PUERTA 16,28008,MADRID,G85329142,14/02/2011,687769044,maria.sanchezandrada@gmail.com,,MONCLOA-ARAVACA,ARGUELLES,DE MUJERES,DISTRITO,76,2256,CONFEDERACION NACIONAL DE MUJERES EN IGUALDAD
2463,CLUB DEPORTIVO ELEMENTAL MORATALAZ PATINAJE ARTISTICO,CALLE,CAMINO DE VINATEROS,117,LOCAL 2 (JOYERIA VINATEROS),28030,MADRID,G83996348,11/02/2011,679438481,presidente_cpmoratalaz@yahoo.es,http://www.moratalaz-patinaje-artistico.es,MORATALAZ,PAVONES,DEPORTIVAS,COMUNIDAD DE MADRID,47,,
2462,ALDEAS INFANTILES SOS DE ESPAÑA,CALLE,ANGELITA CAVERO,9,,28027,MADRID,G28821254,11/02/2011,913884549,silviabelda@aldeasinfantiles.es,http://www.aldeasinfantiles.es,CIUDAD LINEAL,SAN PASCUAL,INFANTILES,ESTATAL,323818,2936,ASOCIACION RED DE ONGD DE MADRID
2460,ASOCIACION CULTURAL CONSEJO DE COLEGIOS MAYORES UNIVERSITARIOS,AVENIDA,SENECA,8,,28040,MADRID,G18547067,09/02/2011,679359527,info@consejocolegiosmayores.es,http://www.consejocolgiosmayores.es,MONCLOA-ARAVACA,CIUDAD UNIVERSITARIA,CULTURALES Y CASAS REGIONALES,ESTATAL,125,,
246,ASOCIACION DE PADRES DE ALUMNOS COLEGIO DOS PARQUES,CALLE,SAN ANASTASIO,4,,28005,MADRID,G28871861,28/10/1988,914739985,,,ARGANZUELA,ACACIAS,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,164,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2457,ALTO CONSEJO DE MALIENSES EN ESPAÑA (ACME),CALLE,ANSAR,21,1º A,28047,MADRID,G84438043,07/02/2011,632465030,altoconsejomaliense@gmail.com,,LATINA,LOS CARMENES,DE INMIGRANTES,ESTATAL,44,,
2455,ASOCIACION MANOS EXTENDIDAS AL MUNDO,CALLE,AVEFRIA,19,,28025,MADRID,G86035599,07/02/2011,627165834,mariant69@hotmail.es,,CARABANCHEL,PUERTA BONITA,OTRAS DE ACCIÓN SOCIAL,ESTATAL,10,,
2454,ASOCIACION DE VECINOS BARRIO DE PEÑAGRANDE,CALLE,JOAQUIN LORENZO,48,BAJO,28035,MADRID,G86125572,01/02/2011,649378910,info@avpenagrande.org,http://www.avpenagrande.org,FUENCARRAL-EL PARDO,PEÑA GRANDE,VECINALES,MUNICIPIO,145,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
2453,ASOCIACION GRUPO DE CONSUMO ECOLOGICO CASA DE CAMPO,PASEO,EXTREMADURA,256,LOCAL 2,28011,MADRID,G86050507,01/02/2011,625782999,huertobatan@gmail.com,http://elhuertodebatan.blogspot.com.es/,LATINA,LUCERO,DE PERSONAS CONSUMIDORAS Y USUARIAS,ESTATAL,70,,
2452,ASOCIACION FUSIONARTE,CALLE,CASTELLO,91,BAJO B,28006,MADRID,G85213411,24/01/2011,913092466,100latinos@100latinos.com,,SALAMANCA,CASTELLANA,DE INMIGRANTES,ESTATAL,120,,
2451,ASOCIACION CULTURAL ESTAMPAS PERUANAS,CALLE,LENGUAS,18,1º C,28021,MADRID,G85348316,26/01/2011,600739514,,,VILLAVERDE,VILLAVERDE ALTO C.H.,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,15,,
2450,AMPA INSTITUTO DE EDUCACION SECUNDARIA SAN ISIDRO,CALLE,TOLEDO,39,,28005,MADRID,G28898526,26/01/2011,664300856,ampadelsanisidro@gmail.com,http://www.ampasanisidro.com/,CENTRO,EMBAJADORES,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,380,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2449,OITESS - ORGANIZACION IBEROAMERICANA PARA TERCERA EDAD Y SERVICIOS SOCIALES,CALLE,HONRUBIA,8,PORTAL H-1ºB,28031,MADRID,G81910093,26/01/2011,913814565,ptrujillope@yahoo.es,,VILLA VALLECAS,ENSANCHE DE VALLECAS,DE PERSONAS MAYORES. JUBILADAS Y PENSIONISTAS,INTERNACIONAL,48,,
2448,CLUB BOLERA MERINDADES,CALLE,REINA,25,4º G,28004,MADRID,G83093310,26/01/2011,618456494,info@bolos3tablones.com,http://www.bolos3tablones.com,CENTRO,JUSTICIA,DEPORTIVAS,COMUNIDAD DE MADRID,35,,
2447,ASOCIACION RITMO VITAL,CALLE,MELILLA,3,7º B,28005,MADRID,G84765080,14/01/2011,609303715,rafagalvez1@gmail.com,http://www.neopercusion.com,ARGANZUELA,ACACIAS,CULTURALES Y CASAS REGIONALES,ESTATAL,3,,
2446,ASOCIACION IBERDACIA,CALLE,SAN CIPRIANO,58,1º B,28032,MADRID,G86018975,13/01/2011,615274676,ileanaprroca@yahoo.es,,VICALVARO,CASCO H.VICALVARO,OTRAS DE ACCIÓN SOCIAL,INTERNACIONAL,60,,
2445,ASOCIACION JUVENIL GRUPOS DE AMISTAD,AVENIDA,BRASILIA,11,,28028,MADRID,G81930406,13/01/2011,660796234,gruposmenemadrid@gmail.com,,SALAMANCA,GUINDALERA,JUVENILES,COMUNIDAD DE MADRID,143,,
2444,ACCION. DESARROLLO Y SOSTENIBILIDAD,CALLE,MARQUES DE MONTEAGUDO,20,PUERTA 25,28028,MADRID,G84483106,13/01/2011,914116565,admin@adsong.org,http://www.adsong.org,SALAMANCA,CASTELLANA,OTRAS DE ACCIÓN SOCIAL,ESTATAL,136,,
2443,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL INSTITUTO DE EDUCACION SECUNDARIA VALLECAS I,AVENIDA,ALBUFERA,78,,28038,MADRID,G79453247,13/01/2011,914773809,,,PUENTE VALLECAS,SAN DIEGO,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,59,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2442,ASOCIACION MADRILEÑA DE PERSONAS CON NECESIDADES EDUCATIVAS ESPECIALES,CALLE,ANTONIO LOPEZ,49,1º G,28019,MADRID,G85356384,03/01/2011,646648835,ampnee@ampnee.org,http://www.ampnee.org,CARABANCHEL,CONCEPCION,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,40,,
2440,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO EDITH STEIN,CALLE,SOLARA,S/N,S/N,28041,MADRID,G85832756,14/12/2010,913412879,apa@colegioedithstein.es,http://www.apa.colegioedithstein.es,USERA,ORCASITAS,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,308,,
244,ASOCIACION DEPORTIVA ESPERANZA,CALLE,ANDORRA,28,32 (POLIDEPORTIVO),28043,MADRID,G28938199,28/10/1988,680990949,presidente@adesperanza.org,http://www.adesperanza.org,HORTALEZA,CANILLAS,DEPORTIVAS,BARRIO,51,,
2439,ASOCIACION CULTURAL LA EPA,CALLE,QUERO,37,LOCAL,28024,MADRID,G85565075,14/12/2010,,INFO@LACABA.NET,http://www.lacaba.net,LATINA,ALUCHE,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,900,,
2438,CORO CANTORES DE IBERIA,CALLE,CANOA,47,1º - 1,28042,MADRID,G85955920,14/12/2010,648030412,mateomaestro@hotmail.com,,BARAJAS,ALAMEDA DE OSUNA,CULTURALES Y CASAS REGIONALES,ESTATAL,25,,
2437,ASOCIACION CULTURAL ATAZAR,PASEO,DELICIAS,65,LAT.,28045,MADRID,G28870855,14/12/2010,915390807,,http://www.atazar.org,ARGANZUELA,DELICIAS,CULTURALES Y CASAS REGIONALES,ESTATAL,80,,
2436,ASOCIACION CIUDADANA JESUS EL MAESTRO - ACIJMA,AVENIDA,PEDRO DIEZ,45,BAJO,28019,MADRID,G86039179,03/12/2010,602307306,rociopastora@hotmail.com,,CARABANCHEL,SAN ISIDRO,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,20,,
2435,ASOCIACION CULTURAL POLIFONICA CANTICORUM,CALLE,PEÑASCALES,12,,28028,MADRID,G85817724,02/12/2010,913558869,coralcanticorum@hotmail.com,http://www.archimadrid.es/parroquiasafa/index_archivos/canticofrum.htm,SALAMANCA,ENTREVIAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,30,,
2434,ASOCIACION DE VENDEDORES PROFESIONALES DE PRENSA MADRID,CALLE,VIRIATO,2,1º - 22,28010,MADRID,G28685600,02/12/2010,914489844,secretaria@avppm.es,http://www.avppm.es,CHAMBERI,TRAFALGAR,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,318,2200,CONFEDERACION DEL COMERCIO ESPECIALIZADO DE LA COMUNIDAD DE MADRID - COCEM
2433,AUXILIA MADRID,CALLE,AVECILLA,2,LOCAL BAJO,28025,MADRID,G08317059,11/11/2010,914622234,auxiliamadrid@gmail.com,http://www.auxiliamadrid.com,CARABANCHEL,VISTA ALEGRE,OTRAS DE ACCIÓN SOCIAL,ESTATAL,62,1357,FEDERACION DE ASOCIACIONES DE PERSONAS CON DISCAPACIDAD FISICA Y ORGANICA DE LA COMUNIDAD DE MADRID. FAMMA-COCEMFE MADRID
2432,ASOCIACION FAMILIAR DE LA HISPANIDAD,CALLE,PRINCIPE DE VERGARA,287,LOCAL. BAJO A,28016,MADRID,G28727584,12/11/2010,913456199,la.hispanidad@hotmail.com,,CHAMARTIN,NUEVA ESPAÑA,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,130,,
2431,INSTITUTO PARA EL DESARROLLO Y LA SOLIDARIDAD (IDESOL),CALLE,ARTAJONA,35,2ºB,28039,MADRID,G86024767,04/11/2010,626261726,delvisjrs@hotmail.com,http://www.idesol.org,MONCLOA-ARAVACA,VALDEZARZA,PARA LA COOPERACIÓN AL DESARROLLO,ESTATAL,6,,
2428,ASOCIACION CIRUELO ROJO,CALLE,ARCOS DE JALON,22,C.P. FUNDACION GOYENECHE,28037,MADRID,G84144286,03/11/2010,619588807,ciruelorojo2007@hotmail.com,,SAN BLAS-CANILLEJAS,ARCOS,OTRAS DE ACCIÓN SOCIAL,MUNICIPIO,60,,
2427,CLUB DEPORTIVO ELEMENTAL RODAE,CALLE,REGIL,1,3º A,28041,MADRID,G85536241,03/11/2010,918946399,,,USERA,ORCASITAS,DEPORTIVAS,COMUNIDAD DE MADRID,14,,
2426,ASOCIACION CULTURAL PEÑABLANCA,CALLE,JESUS APRENDIZ,21,1º C,28007,MADRID,G83660589,03/11/2010,915586254,asociacionpblanca@gmail.com,,RETIRO,NIÑO JESUS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,30,,
